timestamp,temperature,humidity,dew_point,apparent_temperature,precipitation
2024-12-14T00:00,0.3,84,-2.1,-3.3,0.0
2024-12-14T01:00,-0.0,86,-2.1,-3.5,0.0
2024-12-14T02:00,-0.1,86,-2.1,-3.9,0.0
2024-12-14T03:00,0.2,84,-2.2,-2.9,0.0
2024-12-14T04:00,-0.2,93,-1.2,-3.2,0.0
2024-12-14T05:00,-0.2,95,-0.9,-3.0,0.0
2024-12-14T06:00,-0.1,96,-0.6,-2.7,0.0
2024-12-14T07:00,-0.1,96,-0.6,-3.2,0.2
2024-12-14T08:00,0.2,94,-0.6,-2.9,0.0
2024-12-14T09:00,0.8,90,-0.6,-2.6,0.0
2024-12-14T10:00,1.4,87,-0.5,-1.6,0.0
2024-12-14T11:00,2.0,84,-0.4,-1.4,0.0
2024-12-14T12:00,2.6,81,-0.4,0.2,0.0
2024-12-14T13:00,2.9,80,-0.2,0.4,0.0
2024-12-14T14:00,2.9,80,-0.2,0.4,0.0
2024-12-14T15:00,2.7,82,-0.0,0.5,0.0
2024-12-14T16:00,2.1,86,0.0,-0.3,0.0
2024-12-14T17:00,1.3,91,0.0,-1.0,0.0
2024-12-14T18:00,1.1,92,-0.1,-1.3,0.0
2024-12-14T19:00,1.1,92,-0.0,-1.2,0.0
2024-12-14T20:00,0.9,94,0.0,-1.4,0.0
2024-12-14T21:00,0.8,95,0.1,-1.4,0.0
2024-12-14T22:00,0.7,97,0.3,-1.5,0.0
2024-12-14T23:00,0.1,99,-0.0,-2.3,0.0
2024-12-15T00:00,-1.4,100,-1.4,-4.1,0.0
2024-12-15T01:00,-1.8,100,-1.8,-4.6,0.0
2024-12-15T02:00,-2.2,100,-2.2,-4.8,0.0
2024-12-15T03:00,-0.9,95,-1.6,-3.6,0.0
2024-12-15T04:00,-1.1,97,-1.5,-3.9,0.0
2024-12-15T05:00,-1.4,95,-2.1,-4.4,0.0
2024-12-15T06:00,-2.2,100,-2.2,-5.1,0.0
2024-12-15T07:00,-1.6,99,-1.8,-4.6,0.0
2024-12-15T08:00,-0.7,96,-1.2,-3.3,0.0
2024-12-15T09:00,-0.6,96,-1.1,-3.2,0.0
2024-12-15T10:00,0.9,89,-0.7,-1.8,0.0
2024-12-15T11:00,3.1,79,-0.2,0.5,0.0
2024-12-15T12:00,4.4,78,0.9,2.0,0.0
2024-12-15T13:00,5.2,76,1.3,3.0,0.0
